cart_id,customer_id,product_id,quantity
540,206,10,1
541,206,3,1
542,206,22,2
543,207,15,3
544,208,5,2
545,209,4,2
546,209,8,2
547,209,18,3
548,210,13,1
549,210,14,1
550,211,3,3
551,211,0,1
552,212,21,2
553,212,2,2
554,212,28,3
555,214,22,1
556,215,4,1
557,215,1,1
558,215,27,2
559,215,27,3
560,215,20,2
561,216,21,3
562,216,1,3
563,216,25,1
564,216,25,2
565,217,5,3
566,217,16,3
567,217,25,3
568,217,22,3
569,217,16,2
570,218,13,1
571,218,15,1
572,218,24,1
573,218,15,2
574,218,24,2
575,219,28,2
576,219,14,3
577,219,23,3
578,220,27,3
579,221,8,2
580,222,1,1
581,224,28,2
582,224,8,2
583,224,27,1
584,224,26,2
585,224,6,2
586,225,21,3
587,225,4,3
588,225,7,3
589,225,25,1
590,225,8,2
591,226,9,1
592,226,24,2
593,226,18,3
594,227,0,1
595,228,9,1
596,228,19,3
597,228,12,2
598,228,26,2
599,228,0,1
600,229,19,1
601,229,28,1
602,229,14,2
603,229,10,1
604,230,5,3
605,230,7,1
606,230,27,3
607,230,2,2
608,230,14,3
609,232,2,1
610,233,7,3
611,233,24,3
612,234,5,2
613,234,25,2
614,235,18,3
615,237,18,1
616,239,22,2
617,239,12,1
618,241,24,1
619,241,5,1
620,242,7,1
621,242,17,3
622,244,21,3
623,244,5,1
624,244,0,2
625,245,7,3
626,246,13,3
627,246,17,2
628,246,20,1
629,246,12,1
630,246,17,2
631,247,27,3
632,247,9,1
633,248,10,2
634,248,16,3
635,249,5,1
636,249,12,2
637,250,28,2
638,250,24,3
639,250,9,2
640,250,13,1
641,250,4,1
642,251,4,1
643,251,24,3
644,251,19,3
645,251,28,2
646,253,24,3
647,254,26,2
648,254,6,3
649,256,28,2
650,256,26,3
651,256,12,2
652,257,19,2
653,258,24,2
654,259,1,1
655,260,24,3
656,260,24,2
657,262,25,2
658,263,7,2
659,263,11,3
660,263,23,2
661,263,14,1
662,264,3,1
663,264,25,1
664,264,13,1
665,265,20,3
666,266,26,2
667,266,25,1
668,266,24,1
669,266,15,1
670,266,4,2
671,267,14,2
672,267,20,2
673,268,10,2
674,268,27,1
675,268,16,2
676,268,7,3
677,268,10,1
678,270,3,1
679,270,2,3
680,270,25,3
681,270,14,2
682,270,23,3
683,271,0,3
684,274,7,1
685,275,13,1
686,275,16,2
687,275,6,3
688,276,15,3
689,276,16,1
690,276,25,1
691,277,4,3
692,277,18,2
693,277,21,3
694,278,14,3
695,278,6,1
696,279,3,3
697,279,10,2
698,279,5,2
699,279,23,2
700,279,0,1
701,280,20,3
702,281,18,2
703,281,25,3
704,282,15,1
705,282,21,3
706,282,6,3
707,282,3,1
708,283,2,2
709,283,3,3
710,284,7,2
711,284,19,2
712,284,0,3
713,284,9,2
714,285,15,1
715,285,26,2
716,285,22,1
717,285,23,1
718,285,1,2
719,286,13,3
720,286,23,1
721,286,13,1
722,287,21,1
723,288,3,2
724,288,0,2
725,289,18,3
726,289,13,2
727,289,25,1
728,289,17,2
729,290,20,3
730,290,2,3
731,290,13,1
732,290,1,2
733,291,7,3
734,291,28,1
735,292,2,3
736,292,9,2
737,293,28,3
738,294,12,3
739,295,28,1
740,295,22,3
741,295,0,1
742,295,26,1
743,296,17,3
744,296,17,3
745,296,7,2
746,296,4,3
747,297,25,3
748,298,26,3
749,298,15,3
750,298,3,2
751,298,10,2
752,299,4,3
753,299,19,2
754,299,18,3
755,299,27,2
756,300,28,3
757,300,6,3
758,300,10,1
759,300,3,3
760,301,4,2
761,301,2,3
762,302,27,1
763,302,7,2
764,302,8,1
765,303,21,2
766,305,26,1
767,305,17,2
768,305,20,2
769,305,5,1
770,305,4,3
771,306,0,1
772,306,5,3
773,307,12,2
774,307,28,1
775,307,9,1
776,307,5,3
777,308,12,1
778,310,5,1
779,310,25,2
780,310,13,3
781,310,7,1
782,310,11,1
783,311,21,1
784,311,26,3
785,311,21,3
786,311,22,2
787,311,23,1
788,312,7,1
789,312,27,1
790,312,22,2
791,313,11,3
792,313,12,3
793,313,0,3
794,314,10,3
795,314,2,2
796,314,0,1
797,314,12,1
798,314,28,2
799,315,23,1
800,315,27,1
801,315,28,1
802,315,7,1
803,315,9,3
804,316,27,1
805,316,12,1
806,316,17,3
807,316,5,2
808,318,15,1
809,318,7,3
810,318,27,2
811,319,20,2
812,319,7,3
813,319,18,1
814,319,3,1
815,320,23,1
816,320,13,2
817,320,25,2
818,320,19,2
819,320,8,3
820,321,10,2
821,321,15,1
822,321,8,2
823,321,26,3
824,321,12,2
825,322,26,1
826,322,28,3
827,322,1,1
828,326,25,3
829,326,12,2
830,328,17,2
831,328,20,1
832,328,20,1
833,328,16,3
834,328,13,2
835,329,9,3
836,330,16,1
837,330,16,3
838,331,14,2
839,331,13,3
840,331,14,1
841,331,0,2
842,332,26,2
843,332,26,1
844,332,11,1
845,332,10,1
846,333,4,2
847,333,25,1
848,333,21,3
849,333,25,1
850,334,16,1
851,334,9,3
852,334,12,2
853,334,16,1
854,334,6,3
855,335,10,1
856,335,15,1
857,335,24,2
858,336,12,3
859,336,1,1
860,338,0,2
861,338,27,3
862,338,3,3
863,338,8,1
864,338,8,1
865,339,2,2
866,339,18,2
867,339,22,2
868,339,17,2
869,340,12,3
870,340,20,3
871,340,1,3
872,340,3,3
873,342,24,1
874,343,12,2
875,344,3,1
876,344,23,1
877,345,12,1
878,345,19,1
879,346,23,2
880,346,12,2
881,346,4,3
882,346,26,1
883,347,3,3
884,347,18,2
885,347,9,3
886,347,9,3
887,348,2,3
888,348,21,3
889,348,2,1
890,348,19,3
891,348,28,2
892,350,13,1
893,350,20,2
894,350,0,2
895,350,27,1
896,351,6,1
897,352,20,1
898,352,4,3
899,352,10,1
900,352,2,3
901,353,11,3
902,354,5,3
903,355,26,3
904,355,18,1
905,355,20,1
906,355,2,3
907,356,10,2
908,357,23,3
909,357,21,1
910,357,13,1
911,357,19,1
912,357,1,3
913,359,1,1
914,359,6,2
915,360,12,2
916,360,7,3
917,360,1,3
918,360,12,3
919,361,3,1
920,361,9,2
921,362,23,2
922,362,21,1
923,362,27,2
924,362,8,2
925,362,1,2
926,363,17,3
927,363,19,2
928,364,18,1
929,365,8,1
930,365,5,1
931,365,3,1
932,365,11,1
933,365,18,1
934,366,2,1
935,366,6,2
936,367,1,1
937,367,10,2
938,367,20,1
939,367,23,3
940,369,8,2
941,370,0,2
942,370,2,1
943,370,22,3
944,370,13,2
945,370,23,3
946,371,23,1
947,371,4,3
948,371,25,2
949,372,11,1
950,372,22,1
951,372,9,2
952,372,17,2
953,374,10,2
954,374,26,3
955,375,16,1
956,375,8,2
957,376,26,2
958,377,23,3
959,377,28,3
960,378,15,3
961,378,13,1
962,378,8,2
963,378,11,3
964,379,4,3
965,379,3,3
966,379,24,3
967,380,7,3
968,380,8,3
969,380,24,1
970,380,25,2
971,380,7,3
972,381,27,3
973,381,3,1
974,381,5,2
975,381,7,1
976,383,15,1
977,384,13,3
978,384,13,2
979,385,26,2
980,385,22,2
981,385,21,2
982,385,8,2
983,386,15,1
984,388,13,2
985,388,28,1
986,388,9,1
987,389,10,2
988,389,16,3
989,389,8,1
990,389,16,1
991,390,2,1
992,390,7,1
993,391,14,2
994,391,2,1
995,391,28,1
996,391,18,3
997,391,18,1
998,393,8,2
999,394,13,2
1000,394,7,1
1001,394,11,3
1002,394,18,2
1003,394,6,2
1004,395,28,3
1005,395,1,1
1006,395,1,2
1007,395,5,1
1008,395,18,2
1009,396,16,1
1010,397,15,1
1011,397,23,3
1012,397,3,2
1013,398,20,3
1014,398,27,3
1015,398,9,3
1016,398,20,1
1017,399,10,2
1018,400,22,1
1019,400,27,1
1020,400,14,2
1021,400,1,1
1022,400,15,2
1023,401,23,1
1024,401,21,2
1025,401,8,1
1026,401,28,1
1027,402,4,2
1028,402,1,2
1029,402,1,2
1030,404,27,1
1031,407,5,3
1032,407,15,2
1033,407,14,3
1034,407,14,2
1035,409,22,3
1036,410,15,3
1037,410,4,3
1038,412,24,3
1039,412,10,3
1040,413,3,3
1041,413,28,1
1042,413,26,1
1043,413,21,2
1044,413,24,3
1045,415,3,2
1046,415,7,3
1047,415,7,1
1048,415,2,1
1049,416,9,3
1050,416,7,1
1051,416,8,1
1052,417,27,2
1053,417,11,2
1054,418,21,1
1055,418,2,3
1056,419,19,1
1057,419,18,1
1058,419,22,3
1059,420,12,3
1060,421,5,1
1061,421,18,3
1062,423,19,3
1063,423,22,3
1064,424,25,3
1065,424,25,1
1066,424,27,3
1067,424,0,3
1068,425,0,1
1069,425,24,1
1070,425,23,3
1071,425,12,2
1072,425,18,2
1073,426,8,2
1074,427,14,1
1075,427,1,3
1076,427,20,2
1077,427,19,2
1078,428,15,3
1079,428,17,2
1080,428,15,3
1081,429,21,1
1082,429,21,2
1083,429,12,1
1084,429,14,2
1085,429,5,1
1086,432,9,1
1087,432,10,3
1088,433,1,2
1089,434,23,2
1090,437,24,1
1091,437,27,2
1092,438,15,1
1093,439,24,3
1094,439,9,3
1095,439,17,1
1096,439,17,3
1097,439,23,3
1098,440,19,3
1099,440,12,3
1100,440,14,2
1101,440,15,2
1102,440,4,1
1103,442,18,2
1104,442,19,3
1105,443,19,1
1106,443,11,3
1107,443,28,1
1108,444,25,2
1109,445,5,2
1110,445,17,1
1111,445,4,3
1112,446,22,2
1113,446,5,1
1114,447,28,2
1115,447,0,3
1116,448,11,3
1117,448,8,1
1118,448,15,1
1119,448,26,2
1120,448,13,2
1121,449,13,1
1122,450,12,1
1123,451,6,2
1124,451,0,3
1125,451,5,3
1126,451,26,3
1127,452,28,3
1128,453,1,2
1129,453,13,2
1130,453,22,2
1131,454,15,3
1132,455,9,3
1133,455,17,3
1134,455,10,1
1135,455,27,1
1136,455,14,2
1137,457,17,1
1138,457,28,3
1139,457,19,3
1140,458,11,1
1141,458,3,2
1142,458,4,3
1143,460,24,3
1144,460,3,2
1145,462,0,3
1146,462,23,1
1147,463,1,1
1148,463,13,3
1149,463,5,3
1150,463,23,1
1151,463,6,1
1152,464,17,1
1153,464,12,2
1154,464,20,2
1155,464,3,2
1156,464,10,2
1157,465,14,1
1158,465,14,3
1159,465,3,3
1160,465,4,1
1161,465,16,1
1162,467,14,2
1163,467,14,2
1164,467,0,2
1165,467,27,1
1166,467,4,3
1167,468,19,3
1168,468,1,1
1169,468,22,3
1170,468,19,3
1171,469,4,2
1172,469,22,3
1173,469,18,2
1174,470,22,1
1175,470,20,1
1176,471,9,2
1177,471,18,2
1178,471,23,1
1179,472,15,2
1180,472,5,3
1181,472,3,2
1182,472,14,2
1183,473,2,3
1184,474,11,1
1185,474,15,2
1186,474,12,3
1187,474,12,3
1188,474,8,2
1189,475,14,2
1190,476,5,1
1191,477,4,3
1192,477,5,1
1193,477,8,2
1194,477,15,3
1195,477,10,3
1196,478,13,3
1197,478,7,3
1198,478,18,2
1199,479,13,2
1200,479,10,1
1201,479,16,1
1202,479,17,2
1203,479,15,2
1204,480,22,1
1205,481,19,3
1206,481,28,3
1207,481,11,2
1208,482,26,2
1209,482,18,3
1210,483,6,1
1211,484,28,1
1212,484,7,3
1213,484,22,2
1214,484,8,1
1215,485,1,3
1216,489,26,1
1217,489,10,1
1218,489,19,3
1219,489,0,1
1220,491,28,2
1221,491,23,3
1222,491,22,3
1223,491,7,2
1224,491,5,2
1225,492,4,3
1226,492,13,1
1227,492,28,3
1228,492,0,2
1229,492,10,1
1230,493,16,3
1231,493,10,2
1232,493,0,2
1233,494,2,3
1234,494,16,2
1235,496,3,3
1236,496,12,3
1237,496,7,3
1238,497,11,3
1239,498,0,2
1240,498,26,2
1241,498,28,3
1242,498,23,2
1243,498,12,1
