review_id,customer_id,product_id,msz,rating
54,54,53,muy buen producto,5
55,55,50,"This phone is trapped in 2001, if you want a simple phone get an old school flip phone. If you want something also for work get a blackberry or somthing new. This isn't even in the middle of those two, it's in another dimension. Nothing but frustration with this phone.",2
56,56,53,Excellent,5
57,57,52,A friend mentioned this phone to me and it worth what he said. Thanks a lot my friend.,4
58,58,53,"Used this unlocked GSM Nokia Asha 302 in the Philippines just recently (Jan-Feb 2015). Excellent, no problem with functionality. Bought a P40 SIM card at the airport & presto! It worked. I passed it on to my brother the instant I came back to the US. He will be visiting the Philippines soon. It was very easy to use. Having been used to smart phones w/ touch screen, I surprised myself when I worked w/ it easily not having read the instructions to operate it. I'll buy another one like this & definitely an upgraded version of this Nokia unlocked GSM phone.",5
59,59,53,Excelente,5
60,60,53,"Excellent phone for my youngest son, with walk in reasonable options, and quality first",5
61,61,53,Excelente,5
62,62,53,solid phone,5
63,63,53,Good choice,5
64,64,52,"perfect, practical, easy to handle, good resolution, well packed",4
65,65,53,excellent product !!....all right....i recommend....,5
66,66,53,excelente,5
67,67,53,Excelente,5
68,68,53,"Nokia is the brand that can be used in telephone, good price, excellent team, was a gift to my daughter and she liked it, easy to use and very affordable price, I recommend it.",5
69,69,52,"First off, let me say I've been a Nokia user since I had my first cell phone at age 16, ten years ago. Of course there was that one year where I ventured off into Samsung land but that phone died and back to Nokia I went. But I've always enjoyed Nokia phones.Second, I've been looking for a QWERTY phone with internet/video/mp3 playing capabilities and the Asha 302 fits it. It is a strong build, as I have dropped it numerous times and the phone is still intact. I like the keyboard as I am not a fan of touchscreens at all (which is why I didn't get the Asha 303). As far as sound I think it depends on your headphones. I had earbuds that produced a loudness of 93 decibels which made the listening experience mediocre but then I bought buds with a 110 db loudness and the sound is much better. Nokia Xpress is a bit sucky but I downloaded an Opera browser for the phone and it works slightly better so internet experience is pretty easy. I won't get into video games and SNS because I don't even do that on my PC so I don't have a reason to use it on my phone.My only wish is that the 302 had a built in antenna so I could listen to re radio without RDS earbuds. Other than that, it's a really great phone and for those who want to move up into Blackberrys but don't want to pay so much the Nokia Asha 302 is a great phone to start with.EDIT (October 3, 2013): I found a Gino 25cm 4 Section Telescoping Stainless Steel AM FM Radio Antenna 3.5mm Plug to use for playing the radio through the speaker. So now I'm really enjoying the phone for when I'm sitting outside with friends or at my desk.",4
70,70,53,"Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTYDependableTraditional Nokia Menu'sNot Complicated like 'Smart Phones'DurableEasy to use on Straighttalk, Internet, WiFi, Bluetooth.",5
71,71,53,"This is a solidly-built unlocked phone that is an update to the popular Nokia C3. It runs the S40 software which has its goods and bads. It has good reception and nice audio. The 3g supports 850 and 1900 bands (AT&T and T-mobile when it's hspa is refarmed from 1700/2100 to the 1900 pcs band.) + the 2100 band.The keyboard is pretty good, not as firm as other Nokia qwerty phones (e.g. E5), but comparable to the C3 keyboard. The one that I have is obviously for the world market, since it has some added European chars and symbols on the keypad. Wi-fi works fine, and Opera Mini installed and runs without problems - good way to go for a bit of web-surfing. I did not tried any of the e-mail or social clients. Text messaging can be set to 'normal' in-box or conversation modes. OVI store app does not seem to work that well. There are a couple of features that I found appealing: ability to backup the phone memory to the sd card; ability to lock the keypad with a passcode either manually or automatically after a set time. The battery is fairly good sized (BL-5J). The 'function' keys and the d-pad keys can all be re-assigned to user defined short-cuts. My opinion: it is a worthy update (3g) to the C3, not quite in the same league as the more expensive E5 which has the multi-tasking S60 software. For the price of around $110, it is an unlocked feature (gsm/3g) phone well worth considering, as long as one knows that one is getting a non-smart phone and that apps for S40 is very limited.",5
72,72,49,"Hola, compramos dos teléfonos y vienieron totalente diferentes, uno vino con la batería dañada, se descarga de inmediato. El otro teléfono vino sin la tarjeta de memoria y los teclados y cargadores son muy distintos.Mi Tía y yo nos sentimos engañadas y defraudadas :(",1
73,73,53,"THIS CELLPHONE IS VERY EASY FOR USING, IT HAS COMPLETE APPS FOR THE MOST IMPORTANT CONTACT WITH OTHER PEOPLE, MOST OF THEM ARE INCORPORATED AND I JUST HAD TO USE IT WITH WI FI CONNECTION, I AM SATISFIED WITH THIS PURCHASED IT IS A SIMPLE PHONE BUT COMPLETE AND IT IS THE MOST IMPORTANT...",5
74,74,53,GRACIAS ME LLEGO EL PROCTO QUE COMPRE Y LLEVO EN EL MOMENTO INDICADO Y EN UN BUEN ENVALAJE LO RECOMIENDO SASTIFACTORIAMENTE..,5
75,75,52,Freezes alot. But i bought primarily for playing back my music instead of my BB. Its a great phone for SMS and rings really loud. The body is strong and neat,4
76,76,52,"The keys are a little hard to hit, and I didn't expect a Spanish keyboard. But overall, a very good phone.",4
77,77,50,"Preface: This is not what would be considered a smartphone in the United States (Nothing on the par of Android, iPhone, or Windows Phone), it is basically a feature phone. Also, although it says here that it has a US warranty all of the warranty material it came with referenced Latin American countries so I am not sure if it is really covered under a US Warranty. I returned it during Amazon's return window so it wasn't an issue. Now for the phone review.Pros: The phone has a great keyboard. If you are familiar with the E-series phones its that type of keyboard. The interface is some sort of modified Symbian and I liked it in a lot of ways. The style of the hardware is attractive and the Gray is a nice color. The camera was pretty decent considering it is only 2 megapixels. For e-mail it's adequate.Cons: I'll start with the small issues and work up to the big problem that ultimately made me decide to return the phone. The onboard social network apps are not fully functional. You can update your Facebook or Twitter status but the rest of it is so-so. The Ovi store in general is a poor app store, but this phone isn't able to use many of them. Even the old Facebook app that I used on my old E71 (It used to be called Snaptu but Facebook has since renamed it to Facebook for Everyone) is incompatible with this phone as are most of the better apps in the Ovi store. The browser was mediocre, barely passable. Also, NO GPS for this phone. Nokia/Ovi Maps is incompatible which is too bad because that has always been a Nokia strength. That immediately eliminates this phone as a smart phone. With all of that said, I bought this phone for my wife and she really only needed a phone for texts and calls so we could have overlooked these things. The problem we could not overlook was the very shabby, flimsy piece of metal that was supposed to hold in place the standard sim card. This little piece of metal was barely attached to the phone and would not lock into place to hold down the sim card. Because the sim card would intermittently get lose inside the phone and constantly lose the signal. So we would have to take the battery out and re-adjust the sim card. Then it would work for a little while only to ultimately have to repeat the process. It was WAY more frustration than it was worth. It's too bad because as a basic phone for calls, texts, e-mail, and occasionally updating your Facebook/Twitter status; this phone has a lot of potential. Becuase of the problem with the sim card holder, however, it was essentially unusable. I have used Nokia phones for years (I use a Lumia 710 personally) and I am really surprised Nokia would do such a sloppy job on something as important as the part that holds the sim card in place. What a waste.",2
78,78,53,"We just received the phone a few days ago. Put in the Consumer Cellular SIM card, and it is ready to go. The phone seems very nice even though we have not come close to discovering all of the things it will do. It has a large number of ring tones built in.",5
79,79,53,"I bought this phone as a Christmas present for myself because I wanted something a bit more advanced than the Nokia C2 I purchased from Amazon in 2012, but didn't want to go all the way with a smartphone. In other words, a good feature phone with smartphone features without the touch screen. Red, however, is my favorite color, but I went for the white one because my C2 is silver and I couldn't find a silver Asha 302 on Amazon. I've had it for a week and it works great. Best is the Wi-Fi feature, which gives you access to the Web without purchasing a data plan (which I may have to do if I want to access personal email or go on Facebook). It has the great calendar, alarm clock, text messaging, camera, missed/received call and other features of the C2, which makes it a keeper. And it's a little bigger, with a wider screen, but not so big it can't fit into my pocket or purse. I can use the same Nokia charger I had for the C2. Now all I have to do is await the arrival of my purple phone skin, then I'll be all right. I've had Nokia phones since 1999 and they've never let me down - just get better!",5
80,80,52,"The Phone is pretty good. I am using it with a LycaMobile plan. Only thing that is awkward is that the bottom row of letters is off compared to other phones and devices. Before this I had been using a blackberry. When trying to type on the nokia I am always mistyping Ms, Ns and espectially the shift key (which you need to hit to insert any punctuation)",4
81,81,53,loved everything about it. also it looks like any other touch phone but is not. which makes it stylish yet classic.,5
82,82,53,THIS IS A SOLUTION IF YOU WANT YOU ARE LOOKING FOR ECONOMIC AND NOT VERY SOPHISTICATED. YOUR PRICE IS A GOOD CHOICE FOR THE PRODUCT THAT RECEIVE.rECOMMEND IT,5
83,83,53,This phone in an excellent phone at a great price. I was impressed with the features of this phone and would recommend this to anyone.,5
84,84,51,"Have problems setting correct time on Nokia Asha 302. Customer support on Nokia.com does not accept inquiry about Asha 302 phones. Is this product obsolete, or is Nokia customer support poor? Booklet that came with phone is also poorly written.",3
85,85,52,"This is a good phone although it seems to have a small screen. However, it's capable of performing all the basic functions such as calling, messaging, web browsing, social networking and it also has a wi-fi capability.",4
86,86,53,"I've been a long time user of the iPhone. I finally got sick of it and sold it. I just wanted a simple phone. After going through about 3 of them, this fits the bill very well. The texting interface is very nice and intuitive. The battery life is stellar. It connects to the internet just fine. I can check my email in case of emergency, look up directions, etc. Basically everything I was able to do with my smartphone, without the bells and whistles. Having a physical keyboard is quite nice too. The OS seems very stable and snappy. You have things like calendar, todo, memos, etc.Backup is a snap. Just insert an SD card and go to Settings to back it up. No more iTunes! If you want to add music or podcasts, just plug it into the computer, copy paste to the SD card and you're done.I would buy this phone again definitely if I broke or lost it.",5
87,87,53,"This phone, like all of Nokia's feature phones, are great for their value and durability. The last phone I had before buying this one was a Nokia C-3, which was also a great phone. It lasted for years, and probably would have kept going if I hadn't accidentally jumped into a pool with it in my pocket :P This phone is basically an update of the C-3. It is sleek and small, has a full QWERTY keyboard, and has Wi-Fi internet browsing. This is the best phone you can get if you're looking for functionality, but don't want to throw hundreds of dollars at a smartphone with a data plan.And the buyer should be aware; this is NOT a smartphone. If you're looking for anything like a smartphone, you will be disappointed. If you're looking for a toy you can take out of your pocket every couple of minutes to tinker around with, you will be disappointed. Yes, it does have an internet browser which works well, but the screen is quite small so it's not good for recreational browsing. I just use it to look things up, it works fine for that. It also has some social network apps, but I don't use them. I don't know how well they work, but if that's a priority for you this phone probably isn't the best choice. Same goes for the camera; I don't use it, can't speak to its quality, but if a camera is important to you this isn't the best choice.The only other potential negative I can see in this phone is that the keys really are pretty small. I haven't had an issue with them personally, but if someone has big hands I see how this could be annoying.I bought this phone for the advantages to NOT owning a smartphone: longer battery life, higher durability, lower cost, but still good at accomplishing what it needs to. If you're looking for the same thing, Nokia is definitely the best way to go.",5
88,88,53,Love it.,5
89,89,50,Sorry it took so long to Reply or Review this purchase as it over 18 months.This Phone was a Clone Phone from Hong Kong--The quality is Fair--ALL THE SYMBOLS DON'T MATCH--such as \ ? !--But the phone works I think amazon should Boycott this Seller.,2
90,90,53,"Bought it as a gift for my Mum and she loves it. It is a strong durable phone, has good reception and it functions well.",5
91,91,49,"Incredible! This phone does not have Splaniish Language, I dont understand how can it be a international version, lost money!",1
92,92,49,BAD,1
93,93,53,good,5
94,94,49,The battery died in less than 24/hours....,1
95,95,53,Excellent Product.,5
96,96,53,very well,5
97,97,49,Cannot connect to GSM network,1
98,98,52,"This cell phone exceeded my expectations, it's user friendly & everything works like they said it would. The price is amazingly cheap. The features are enormous & helpful.",4
99,99,52,"pros.. it works fine, its easy to use, not too heavy.cons .. most of the apps are for android iphone and bb",4
100,100,53,I went through lots of reviews for different phone before buying it. I found this phone pretty good. No problems so far.,5
101,101,53,excelente,5
102,102,51,"I have to say that it is a ok phone. I don't like the keyboard. There is only 5 or 6 language options, no Korean and Chinese.",3
103,103,53,excelente,5
104,104,52,"Phone works great, looks great and shipped quiet quickly only issue is can with a European Charger so had to purchase micro-usb to usb cable to charge phone which I would have had to do to download and update system any way.",4
105,105,53,Ver Good!,5
106,106,51,"a pretty capable, durable texting phone, unlocked as advertised, but the version i received had arabic on the keys in addition to the typical ISO basic latin and many symbols missing, like ""!"".",3
107,107,53,"Excellent phone has all the special functions to be communicated with all social networks, excellent operational...I recommend it 100% excellent product",5
108,108,49,"Do not buy it!. It feels like a pretended toy in your hand. If you want it for your kids, it's ok!.",1
109,109,53,"Excellent phone, for adults recommend. . WhatsApp, Internet , app, radio, keyboard qwerty easy for use. Display big visualiser. Funny",5
110,110,53,"I have enjoyed my Nokia C3 phone for a few years, but it was tired and needed an update. This Asha 302 phone is just that - all of the Symbian S40 simple goodness, with a much higher quality set of hardware. The screen is sharper, processor faster, phone takes nice clear pictures that are pretty much good enough, the ring and alert tones are more discreet and professional. The internet and mail stuff is actually useable on T-Mobile's 3.5G network and requires very little data to stay connected on a minumal plan. Strangely, I cannot it do wifi yet ... it receives the signal but just insists on using network data or nothing at all. Probably a setting in the menu I have not toggled to the right setting. Anyway - if you want a phone that texts very easily, has a 4-day battery, a very convenient and useable features, and yet not crack open the crack-pipe of the internet constanly, the Asha 302 does it with style and then some. I may get myself another one or two for the future, as I bet this is the end-run for this type of practical phone.",5
111,111,50,when i got phone it wouldn't work I took it to a Verizon store here the battery didn't work even when I charged it for 12 hrs Verizon put another used battery in phone it started to work,2
112,112,52,I liked,4
113,113,53,Great. Arrived quickly.,5
114,114,52,"Phone works great, you may have to get a sum card adapter to make micro sim cats work.",4
115,115,53,"Avianna LLC is an incredible seller. The phone did take a while to get to my place however when the phone didn't work on my provider, Andrew stayed on the phone with me with tech support with my service provider for over 1.5 hrs just to try and get the phone to work. When that didn't work he immediately sent a replacement phone for me to use. He is very receptive to feedback and is constantly in contact when a problem arises. The product was as described, used Sprint Unlocked Blackberry Bold and I believe it is the service from my provider that was the problem.",5
116,116,51,"Ad advertised as unlocked, had to pay $30..00 to have unlocked, phone number does not appear on phone.",3
117,117,53,Exactly what I was expecting.thank you.,5
118,118,53,Got it faster than I expected. Just what I needed for my job thanks a lot,5
119,119,53,exelente,5
120,120,53,phone works great for the price although when we got it by UPS the UPS guy just dropped it between the screen door and our big door,5
121,121,53,"Keeping in mind that this is a sub $100 phone that has generally been advertised as the ""cheapest quad-core phone,"" the Landvo L800 has turned out to be a good phone that has exceeded my expectations. From all my research, Landvo seems to be a new company and the L800 was their first model which they released in March of 2014. I took a risk (although less than $100 isn't a huge risk) in buying this in April with no reviews available. The main thing I was looking for was the most powerful, inexpensive phone at the $100 price point. Battery life was also a major factor. So I purchased this phone on the basis of being the only phone in the price range at the time with a quadcore processor and also because it sports a 2300mah battery which was about the largest battery at the price point of the available models.There were a lot of things I immediately liked about the phone. Despite the low resolution and lack of IPS, the screen is pretty crisp and the viewing angles are more than decent. The battery life has also been good--as I have been averaging two days of average use on a full charge. One day of heavy use would usually put me around the 30% range which still isn't bad. I also was almost shocked by the build quality. The phone is heavier than most name-brand competition in its size class but it has a weighty, solid feel too it. The sides are metal, as are the volume rocker and power button. There are no creaks and everything fits together tightly. Fit and finish is top notch. I believe the screen is plastic and not glass, however. Their are pros and cons to this as a plastic screen is susceptible to scratching. However, it does mean that I will never have to worry about a cracked screen if I drop the phone. The phone came with a screen protector prefitted on the phone and an additional one in the box. The included silicone case is relatively simple but was also a nice touch, especially owing to the fact that a no-name brand phone is unlikely to have third party support for cases and such.However, I would not have recommended this phone to anyone at the time. Why? Because performance was lackluster. The quadcore SoC is quite snappy however, the small 512mb of ram was suffering on Android 4.2.2. I was wary of purchasing a phone with less than 1gb of ram and I was regretting it at this point. It would freeze and stutter during even the simplest tasks such as hammering out a text. I put forth my best efforts to streamline my system as much as possible to keep it running smoothly but the fact was it just didn't have enough ram to power Android comfortably. I was ready to ditch the phone for something new.I have completely changed my tune, however, and wouldn't hesitate to recommend this phone in a heartbeat. Why? Surprisingly, Landvo has supported with releasing an official 4.4 KitKat rom for the phone. For those who are tech savvy, this is a boon. KitKat was actually streamlined by Google so that devices with only 512mb of ram can run it comfortably (4.2 was a bit of a resource hog). At this point, I figured I had nothing to lose--I was planning on dumping the phone anyways. Needless to say, flashing to KitKat made a world of difference. The performance is literally night and day as upgrading to 4.4 literally got rid of *all* the lag I was experiencing with the phone. It is now quite fast--I would argue faster than my Sero 7 Pro tablet which is running the old but venerable Tegra 3 processor. Demanding, apps load quickly without stuttering. Animations are smooth and everything has become a joy to use with this phone.If you are looking for a ridiculously cheap, but fast 5.0"" Android phone with good battery life and good build quality, this is the one you are looking for hands down. It's not going to compete with TOTL phones out there but for a measly $95, you shouldn't be expecting that. What you get is a perfectly usable phone at an almost throw away price. I've noticed vendors selling the L800 with Android 4.4 already installed so it looks like the new stock of this phone has been upgraded. If you are not tech savvy and comfortable with flashing your phone, make sure you purchase one with 4.4 already installed! You will love it if you do.",5
122,122,53,"Is a good product That I recomended it has all you will need, it's fast good looking very good,thank you",5
123,123,53,my autistic son is in his glory lol thank you again,5
124,124,52,"All around good phone, not glitchy at all, or laggy. There are a fee problems such as the storage being very small (only 2gb) and the camera is very poor quality. I'm pretty certain that you can buy a Galaxy S 4 camera and install it to this phone. But all around this is a pretty great phone!",4
125,125,52,I have no problem taking the phone to straight talk.The phone came in about 3weeks. The only thing I didn't like was the camera its horrible when trying to get a take picture the pictures wasn't clear,4
126,126,50,Delivery was fast. The overall quality of the phone is just like the price very cheap. Not a good quality camera so that is one feature I do not use at all and also not very durable my screen was damaged from a 3 inch drop. However I do suppose you get what you pay for but after only having it for a month I am very willing to just buy a real phone and lose this terrible one.,2
127,127,53,Perfect,5
128,128,49,Worked OK for awhile now every time I tap the back it shuts off,1
129,129,53,Great phone. My sone has been happy with it. Needed to get an extra micro-SD card for more storage.,5
130,130,51,"Valid for Movilnet in Venezuela, low memory, bad camera, low price, great!!",3
131,131,53,"very good, excellent",5
132,132,50,"When I first got the phone it had a very poor camera and one day I hit my phone with a pencil and it turned off immediately. I do not like the phone whatsoever. I would not recommend getting this phone, especially if you like to take a lot of pictures or use a lot of apps. The storage is also very poor.",2
133,133,53,Cheap and fast,5
134,134,51,The phone works great but my charger outlet on phone is having to be fixed and the one they sent falls out and my phone doesnt charge with it. It will cost 55 dollars to have charger fixed before it messes the motherboard up. Thats almost as much as phone,3
135,135,53,very good cell,5
136,136,53,very responsible seller and excellent product,5
137,137,52,MUY BUENO,4
138,138,53,fino fino,5
139,139,53,exelentes equipos en lenguaje criollo son una verdaderas naves,5
140,140,53,Good,5
141,141,52,Its great for the price but I hate how you can not change the lock screen to what you wantAnd just has the default wallpapers for your lockscreen,4
142,142,53,When I got new Phone. I loved this phone. but with Android 4.2.2 it very small limited and would not let you set in SD Card where you want it. So may have to upgrade new Android 4.4 I heard they work better. I have not figure out with my. as I using Straight Talk I have no problem setting in Straight Talk APN setting. So Far I want to find better Protection case for this. I have not found what I like. Hopefully they do make one for this phone.,5
143,143,50,"I like the FM radio feature and charge cradle, but I switched back to a LG 450 flip phone that cost $20 less from best buyReception in weak signal areas not as good as the LG 450. Phone was on T-mobile networkbacklighting uneven on keypad. The number 9 is really bright on my phone.User manual is too small for a phone designed for older people. The manual is about the same size as the phone, so it fits in a small box for shipping. Manual doesn't explain the use of each button in a clear concise way.I couldn't get the alarm to repeat daily. Turning alarm off would cancel alarm for next day.",2
144,144,53,"I bouht this phone for my 82 year old mother who has macular degeneration, she loves it. It is very easy and she can see the big numbers for dialing and such.",5
145,145,53,like your ad...love it!,5
146,146,51,the charger did not work. My parents started using the cable directly to the phone,3
147,147,53,Have a family member who has ZERO interest in learning anything tech. Years ago gave her an old T-Mobile pre paid flip phone. I had kept it for years as a backup phone. To her it was perfect. She did not want to learn anything else. Problem was the phone and buttons were very small and getting hard for her. Ordered this and put her SIM in it and away it went. She loves it. It will do a lot of extra stuff if she ever decides she wants to learn. For now she loves how much larger the buttons are. Just dead simple to use which is all she wants.,5
148,148,53,good quality phone,5
149,149,50,does not work well with T-Mobile. T-Mobile closes off some towers to non-T-Mobile phones.,2
150,150,53,Screen size is good and easy to read. Sound could be a little louder but is okay. Settings are a little cryptic but get the job done with a few extra key stokes than really needed. I don't care for the way they setup the texting where you have to hit a button twice to get a capital letter then hit it again to turn off capitals. My other brand phone automatically capitalized the first letter after a period but this one does not. Still a good phone though and worth the money.,5
151,151,53,This is like the 5th cellphone for my dad in less than a year. My dad always does all type of heavy labour work and in the process he always ends up destroying it in the process. Well my first impressions as i recieved the cellphone in the mail is the keypad. I really like that the numbers are huge and also the display is quite clear and crispy and simple to understand. He had no problem adjusting to this new device.It has a FM radio which does not need headphones to work it has a camera which is OK not the best but plausible. It has an SD slot for media. But it cannot play music nor the videos files they dont show up when i try search the folders in the memory. I like that it has an LED light to alert him of any notifications which is a plus and the ringtones are pretty loud too. Good pick for aging parents.,5
152,152,53,This is a really great phone. I am visually impaired and have no problem with it. Will be getting another one for my partner.,5
153,153,49,More complicated than I expected. Terrible reception. Too hard for my mom to use. Just frustrates her.,1
154,154,51,No internet,3
155,155,49,phone reception poor with incoming calls,1
