wallet_id,user_id,balance
739,739,698.13
740,740,442.3
741,741,318.09
742,742,445.87
743,743,556.07
744,744,403.93
745,745,287.91
746,746,8.66
747,747,836.96
748,748,123.58
749,749,860.22
750,750,411.27
751,751,621.1
752,752,542.96
753,753,415.67
754,754,489.89
755,755,161.19
756,756,968.93
757,757,739.78
758,758,143.12
759,759,144.06
760,760,261.67
761,761,977.38
762,762,491.01
763,763,122.75
764,764,390.18
765,765,115.61
766,766,424.6
767,767,452.26
768,768,205.31
769,769,149.04
770,770,367.29
771,771,165.21
772,772,505.31
773,773,161.21
774,774,882.29
775,775,752.3
776,776,410.68
777,777,455.45
778,778,171.76
779,779,161.04
780,780,685.21
781,781,897.67
782,782,659.11
783,783,315.11
784,784,278.87
785,785,473.82
786,786,450.07
787,787,268.7
788,788,383.46
789,789,340.0
790,790,59.8
791,791,838.39
792,792,592.61
793,793,126.97
794,794,475.63
795,795,814.99
796,796,417.0
797,797,782.64
798,798,588.17
799,799,175.51
800,800,726.2
801,801,501.92
802,802,318.21
803,803,757.8
804,804,710.3
805,805,86.72
806,806,671.33
807,807,240.49
808,808,131.04
809,809,749.2
810,810,141.14
811,811,681.81
812,812,1.31
813,813,921.34
814,814,648.04
815,815,592.21
816,816,491.96
817,817,932.33
818,818,614.87
819,819,836.68
820,820,659.79
821,821,659.55
822,822,371.51
823,823,344.18
824,824,597.64
825,825,371.34
826,826,419.07
827,827,651.71
828,828,865.4
829,829,363.17
830,830,925.99
831,831,289.24
832,832,313.56
833,833,570.37
834,834,335.31
835,835,389.0
836,836,856.99
837,837,2.86
838,838,69.42
839,839,836.88
840,840,158.67
841,841,440.24
842,842,249.59
843,843,619.4
844,844,916.33
845,845,845.57
846,846,953.76
847,847,921.2
848,848,489.59
849,849,302.27
850,850,534.9
851,851,141.16
852,852,18.52
853,853,263.39
854,854,969.68
855,855,702.23
856,856,337.44
857,857,931.88
858,858,701.59
859,859,915.69
860,860,948.66
861,861,539.16
862,862,706.18
863,863,389.06
864,864,913.38
865,865,955.31
866,866,950.12
867,867,328.04
868,868,509.5
869,869,541.14
870,870,38.74
871,871,993.63
872,872,95.38
873,873,251.3
874,874,757.63
875,875,458.52
876,876,359.47
877,877,577.52
878,878,172.04
879,879,148.43
880,880,110.61
881,881,128.1
882,882,610.18
883,883,327.05
884,884,898.87
885,885,289.19
886,886,118.75
887,887,763.18
888,888,69.4
889,889,523.9
890,890,111.26
891,891,339.68
892,892,663.48
893,893,14.03
894,894,664.79
895,895,782.37
896,896,347.36
897,897,375.41
898,898,700.02
899,899,739.17
900,900,14.77
901,901,356.13
902,902,557.69
903,903,365.77
904,904,401.48
905,905,359.89
906,906,696.34
907,907,37.77
908,908,217.83
909,909,8.57
910,910,165.8
911,911,219.86
912,912,600.38
913,913,568.75
914,914,794.76
915,915,275.42
916,916,293.62
917,917,78.1
918,918,607.0
919,919,358.67
920,920,687.94
921,921,984.08
922,922,694.24
923,923,713.11
924,924,67.09
925,925,351.56
926,926,951.38
927,927,182.66
928,928,660.14
929,929,185.92
930,930,65.67
931,931,238.04
932,932,24.75
933,933,443.02
934,934,708.79
935,935,426.22
936,936,146.55
937,937,187.05
938,938,837.39
939,939,799.7
940,940,350.99
941,941,287.61
942,942,862.6
943,943,973.72
944,944,792.36
945,945,563.96
946,946,79.01
947,947,298.41
948,948,989.52
949,949,246.58
950,950,86.85
951,951,732.46
952,952,951.8
953,953,365.28
954,954,312.06
955,955,707.29
956,956,632.84
957,957,638.2
958,958,487.13
959,959,207.01
960,960,469.28
961,961,723.88
962,962,789.1
963,963,151.84
964,964,782.69
965,965,862.27
966,966,10.69
967,967,157.75
968,968,117.48
969,969,922.32
970,970,943.86
971,971,303.65
972,972,269.31
973,973,17.33
974,974,514.6
975,975,206.58
976,976,483.52
977,977,371.89
978,978,312.35
979,979,611.02
980,980,603.2
981,981,101.24
982,982,725.4
983,983,402.06
984,984,944.13
985,985,307.73
986,986,601.04
987,987,308.82
988,988,749.16
989,989,52.67
990,990,537.8
991,991,397.72
992,992,514.49
993,993,716.21
994,994,297.16
995,995,31.67
996,996,187.06
997,997,820.92
998,998,604.8
999,999,738.16
1000,1000,836.02
1001,1001,309.93
1002,1002,209.68
1003,1003,965.28
1004,1004,477.7
1005,1005,190.63
1006,1006,99.21
1007,1007,946.12
1008,1008,704.0
1009,1009,124.19
1010,1010,806.89
1011,1011,172.89
1012,1012,675.55
1013,1013,938.37
1014,1014,907.09
1015,1015,116.06
1016,1016,541.39
1017,1017,329.3
1018,1018,472.67
1019,1019,505.34
1020,1020,278.26
1021,1021,83.28
1022,1022,124.79
1023,1023,843.66
1024,1024,160.76
1025,1025,118.78
1026,1026,295.04
1027,1027,870.52
1028,1028,264.17
1029,1029,611.94
1030,1030,590.65
1031,1031,556.85
1032,1032,2.82
1033,1033,115.85
1034,1034,536.36
1035,1035,905.4
1036,1036,872.21
1037,1037,985.75
1038,1038,225.24
1039,1039,185.58
1040,1040,231.02
1041,1041,684.54
1042,1042,815.62
1043,1043,341.26
1044,1044,92.81
1045,1045,100.59
1046,1046,849.2
1047,1047,181.89
1048,1048,855.65
1049,1049,955.97
1050,1050,726.3
1051,1051,420.7
1052,1052,728.14
1053,1053,909.89
1054,1054,124.4
1055,1055,620.64
1056,1056,247.36
1057,1057,243.87
1058,1058,633.24
1059,1059,808.35
1060,1060,375.44
1061,1061,931.82
1062,1062,279.99
1063,1063,544.23
1064,1064,169.17
1065,1065,57.07
1066,1066,91.14
1067,1067,76.55
1068,1068,828.27
1069,1069,562.65
1070,1070,28.55
1071,1071,126.34
1072,1072,503.55
1073,1073,683.85
1074,1074,370.8
1075,1075,844.08
1076,1076,164.86
1077,1077,140.24
1078,1078,431.48
1079,1079,481.15
1080,1080,559.28
1081,1081,425.85
1082,1082,769.33
1083,1083,547.33
1084,1084,730.59
1085,1085,828.94
1086,1086,528.38
1087,1087,933.73
1088,1088,393.3
1089,1089,482.75
1090,1090,842.45
1091,1091,3.89
1092,1092,773.87
1093,1093,55.87
1094,1094,424.14
1095,1095,855.29
1096,1096,132.38
1097,1097,580.96
1098,1098,899.95
1099,1099,795.0
1100,1100,40.91
1101,1101,990.22
1102,1102,644.36
1103,1103,656.63
1104,1104,337.35
1105,1105,172.59
1106,1106,760.53
1107,1107,340.2
1108,1108,944.04
1109,1109,376.24
1110,1110,411.63
1111,1111,413.85
1112,1112,910.98
1113,1113,944.65
1114,1114,131.2
1115,1115,16.55
1116,1116,160.42
1117,1117,94.16
1118,1118,233.36
1119,1119,970.43
1120,1120,802.07
1121,1121,288.94
1122,1122,639.64
1123,1123,543.81
1124,1124,416.05
1125,1125,224.44
1126,1126,460.33
1127,1127,619.4
1128,1128,273.78
1129,1129,229.13
1130,1130,852.51
1131,1131,672.35
1132,1132,282.95
1133,1133,747.61
1134,1134,223.19
1135,1135,76.45
1136,1136,412.41
1137,1137,333.58
1138,1138,26.97
1139,1139,289.82
1140,1140,425.42
1141,1141,712.74
1142,1142,583.12
1143,1143,930.07
1144,1144,32.11
1145,1145,987.86
1146,1146,492.88
1147,1147,241.44
1148,1148,98.04
1149,1149,3.69
1150,1150,289.54
1151,1151,339.94
1152,1152,575.16
1153,1153,795.91
1154,1154,334.36
1155,1155,848.46
1156,1156,895.56
1157,1157,692.73
1158,1158,429.54
1159,1159,188.55
1160,1160,375.01
1161,1161,701.33
1162,1162,92.3
1163,1163,225.91
1164,1164,862.88
1165,1165,107.73
1166,1166,504.57
1167,1167,785.14
1168,1168,474.87
1169,1169,85.45
1170,1170,530.51
1171,1171,36.11
1172,1172,543.21
1173,1173,938.23
1174,1174,17.62
1175,1175,300.75
1176,1176,574.51
1177,1177,846.31
1178,1178,914.9
1179,1179,585.24
1180,1180,60.85
1181,1181,999.05
1182,1182,48.07
1183,1183,24.96
1184,1184,429.39
1185,1185,141.88
1186,1186,529.87
1187,1187,485.51
1188,1188,991.32
1189,1189,595.22
1190,1190,373.56
1191,1191,773.45
1192,1192,410.55
1193,1193,806.76
1194,1194,319.72
1195,1195,460.0
1196,1196,357.78
1197,1197,253.79
1198,1198,981.71
1199,1199,303.87
1200,1200,60.23
1201,1201,864.46
1202,1202,665.31
1203,1203,350.8
1204,1204,777.61
1205,1205,35.4
1206,1206,923.98
1207,1207,297.92
1208,1208,147.76
1209,1209,27.14
1210,1210,107.61
1211,1211,185.08
1212,1212,867.58
1213,1213,46.87
1214,1214,220.37
1215,1215,129.12
1216,1216,153.92
1217,1217,227.05
1218,1218,750.98
1219,1219,499.5
1220,1220,233.58
1221,1221,300.82
1222,1222,525.87
1223,1223,29.67
1224,1224,956.96
1225,1225,742.86
1226,1226,337.73
1227,1227,473.04
1228,1228,709.3
1229,1229,850.41
1230,1230,896.23
1231,1231,501.38
1232,1232,57.11
1233,1233,609.94
1234,1234,551.75
1235,1235,653.86
1236,1236,6.78
1237,1237,549.38
1238,1238,207.66
1239,1239,529.46
1240,1240,676.66
1241,1241,155.71
1242,1242,568.68
1243,1243,831.0
1244,1244,524.26
1245,1245,822.13
1246,1246,649.74
1247,1247,994.49
1248,1248,719.3
1249,1249,484.01
1250,1250,341.97
1251,1251,159.88
1252,1252,511.98
1253,1253,703.55
1254,1254,749.19
1255,1255,202.14
1256,1256,150.22
1257,1257,789.73
1258,1258,690.21
1259,1259,789.41
1260,1260,592.36
1261,1261,947.43
1262,1262,694.21
1263,1263,561.31
1264,1264,516.23
1265,1265,405.47
1266,1266,757.32
1267,1267,151.74
1268,1268,950.5
1269,1269,702.67
1270,1270,869.75
1271,1271,371.32
1272,1272,482.67
1273,1273,834.67
1274,1274,268.62
1275,1275,290.41
1276,1276,60.45
1277,1277,177.73
1278,1278,564.02
1279,1279,992.84
1280,1280,817.06
1281,1281,963.54
1282,1282,875.2
1283,1283,641.79
1284,1284,953.28
1285,1285,105.91
1286,1286,839.42
1287,1287,628.55
1288,1288,166.58
1289,1289,158.56
1290,1290,966.04
1291,1291,956.86
1292,1292,840.67
1293,1293,616.12
1294,1294,696.5
1295,1295,251.23
1296,1296,650.03
1297,1297,439.58
1298,1298,955.47
1299,1299,883.31
1300,1300,736.17
1301,1301,225.91
1302,1302,423.58
1303,1303,148.68
1304,1304,370.48
1305,1305,274.65
1306,1306,399.97
1307,1307,805.63
1308,1308,673.36
1309,1309,339.14
1310,1310,936.82
1311,1311,301.65
1312,1312,982.7
1313,1313,775.81
1314,1314,826.62
1315,1315,941.99
1316,1316,505.91
1317,1317,710.56
1318,1318,871.23
1319,1319,375.6
1320,1320,625.71
1321,1321,348.81
1322,1322,714.8
1323,1323,481.42
1324,1324,152.83
1325,1325,433.89
1326,1326,481.62
1327,1327,320.75
1328,1328,454.77
1329,1329,174.42
1330,1330,81.21
1331,1331,28.88
1332,1332,174.71
1333,1333,490.38
1334,1334,864.4
1335,1335,309.34
1336,1336,520.25
1337,1337,164.08
1338,1338,974.61
1339,1339,800.36
1340,1340,78.27
1341,1341,443.46
1342,1342,394.89
1343,1343,719.68
1344,1344,326.27
1345,1345,966.18
1346,1346,886.68
1347,1347,242.33
1348,1348,405.59
1349,1349,18.41
1350,1350,659.32
1351,1351,836.58
1352,1352,740.87
1353,1353,821.5
1354,1354,294.03
1355,1355,473.7
1356,1356,377.81
1357,1357,74.85
1358,1358,149.84
1359,1359,150.77
1360,1360,175.79
1361,1361,160.37
1362,1362,539.42
1363,1363,825.49
1364,1364,329.35
1365,1365,104.84
1366,1366,203.14
1367,1367,454.25
1368,1368,959.29
1369,1369,397.54
1370,1370,922.86
1371,1371,170.43
1372,1372,775.11
1373,1373,87.59
1374,1374,440.68
1375,1375,594.39
1376,1376,963.05
1377,1377,981.58
1378,1378,386.06
1379,1379,848.44
1380,1380,275.03
1381,1381,197.93
1382,1382,954.3
1383,1383,912.77
1384,1384,525.34
1385,1385,588.42
1386,1386,554.92
1387,1387,281.09
1388,1388,221.71
1389,1389,235.67
1390,1390,830.29
1391,1391,925.24
1392,1392,922.59
1393,1393,974.31
1394,1394,713.91
1395,1395,760.15
1396,1396,20.44
1397,1397,270.73
1398,1398,892.64
1399,1399,894.72
1400,1400,107.54
1401,1401,941.83
1402,1402,324.01
1403,1403,862.29
1404,1404,311.59
1405,1405,981.23
1406,1406,142.62
1407,1407,377.21
1408,1408,788.93
1409,1409,981.6
1410,1410,167.64
1411,1411,490.04
1412,1412,991.33
1413,1413,4.83
1414,1414,235.96
1415,1415,45.3
1416,1416,782.04
1417,1417,897.67
1418,1418,876.88
1419,1419,307.41
1420,1420,468.3
1421,1421,435.99
1422,1422,767.2
1423,1423,190.89
1424,1424,694.61
1425,1425,618.27
1426,1426,181.71
1427,1427,999.26
1428,1428,744.68
1429,1429,613.97
1430,1430,253.65
1431,1431,790.64
1432,1432,617.23
1433,1433,21.21
1434,1434,473.89
1435,1435,280.91
1436,1436,303.75
1437,1437,461.68
1438,1438,206.82
1439,1439,888.41
1440,1440,957.33
1441,1441,825.81
1442,1442,501.27
1443,1443,378.03
1444,1444,315.03
1445,1445,827.29
1446,1446,894.94
1447,1447,548.55
1448,1448,848.04
1449,1449,954.36
1450,1450,989.34
1451,1451,584.6
1452,1452,31.53
1453,1453,903.88
1454,1454,878.57
1455,1455,101.77
1456,1456,957.87
1457,1457,151.4
1458,1458,164.24
1459,1459,54.79
1460,1460,96.58
1461,1461,623.01
1462,1462,255.37
1463,1463,338.99
1464,1464,855.54
1465,1465,677.34
1466,1466,219.8
1467,1467,336.16
1468,1468,16.72
1469,1469,483.29
1470,1470,590.64
1471,1471,710.55
1472,1472,381.23
1473,1473,742.82
1474,1474,788.31
1475,1475,841.37
1476,1476,52.66
1477,1477,955.5
1478,1478,490.76
1479,1479,925.97
1480,1480,287.65
1481,1481,857.06
1482,1482,395.33
1483,1483,462.39
1484,1484,821.04
1485,1485,445.85
1486,1486,862.46
1487,1487,303.49
1488,1488,48.43
1489,1489,655.25
1490,1490,4.34
1491,1491,868.68
1492,1492,215.46
1493,1493,679.72
1494,1494,332.87
1495,1495,964.91
1496,1496,459.39
1497,1497,789.26
1498,1498,686.64
1499,1499,765.74
1500,1500,842.15
1501,1501,744.62
1502,1502,347.0
1503,1503,491.22
1504,1504,901.04
1505,1505,937.78
1506,1506,206.32
1507,1507,288.53
1508,1508,401.79
1509,1509,388.74
1510,1510,306.22
1511,1511,817.58
1512,1512,232.88
1513,1513,571.61
1514,1514,591.12
1515,1515,563.14
1516,1516,309.87
1517,1517,938.44
1518,1518,641.43
1519,1519,572.03
1520,1520,437.79
1521,1521,872.58
1522,1522,742.1
1523,1523,820.31
1524,1524,109.8
1525,1525,30.74
1526,1526,366.89
1527,1527,544.22
1528,1528,436.43
1529,1529,509.78
1530,1530,407.82
1531,1531,569.49
1532,1532,28.13
1533,1533,792.34
1534,1534,165.88
1535,1535,41.75
1536,1536,90.05
1537,1537,468.88
1538,1538,396.35
1539,1539,931.93
1540,1540,439.59
1541,1541,881.37
1542,1542,320.92
1543,1543,565.43
1544,1544,169.61
1545,1545,803.04
1546,1546,417.35
1547,1547,86.78
1548,1548,410.21
1549,1549,496.75
1550,1550,245.07
1551,1551,134.87
1552,1552,832.11
1553,1553,209.33
1554,1554,827.1
1555,1555,45.66
1556,1556,496.31
1557,1557,230.96
1558,1558,235.18
1559,1559,665.24
1560,1560,121.87
1561,1561,899.18
1562,1562,307.2
1563,1563,953.37
1564,1564,552.87
1565,1565,608.59
1566,1566,87.0
1567,1567,783.54
1568,1568,464.97
1569,1569,117.62
1570,1570,302.27
1571,1571,113.68
1572,1572,545.78
1573,1573,368.53
1574,1574,160.34
1575,1575,195.28
1576,1576,589.37
1577,1577,629.71
1578,1578,90.84
1579,1579,397.93
1580,1580,580.51
1581,1581,80.03
1582,1582,573.7
1583,1583,857.26
1584,1584,881.79
1585,1585,928.59
1586,1586,198.33
1587,1587,891.63
1588,1588,309.6
1589,1589,156.31
1590,1590,461.56
1591,1591,113.95
1592,1592,143.87
1593,1593,262.31
1594,1594,619.6
1595,1595,956.46
1596,1596,854.22
1597,1597,329.42
