wishlist_id,customer_id,product_id
364,127,1
365,128,6
366,128,23
367,128,28
368,129,9
369,129,19
370,129,8
371,129,8
372,129,1
373,130,19
374,130,18
375,132,14
376,132,16
377,132,27
378,132,2
379,134,2
380,134,9
381,134,24
382,134,8
383,134,11
384,135,23
385,136,15
386,136,9
387,136,8
388,136,11
389,137,7
390,137,15
391,137,4
392,137,18
393,139,1
394,139,4
395,139,14
396,140,21
397,140,28
398,140,18
399,141,14
400,141,8
401,141,17
402,142,20
403,142,6
404,143,22
405,143,1
406,143,23
407,143,27
408,143,22
409,144,21
410,144,10
411,144,11
412,144,22
413,144,26
414,145,24
415,145,5
416,147,25
417,147,3
418,147,11
419,147,3
420,147,6
421,148,10
422,148,6
423,148,1
424,148,28
425,148,15
426,149,15
427,150,18
428,150,5
429,150,13
430,150,13
431,151,4
432,151,12
433,151,22
434,151,10
435,152,1
436,153,25
437,153,26
438,153,10
439,154,21
440,154,21
441,154,10
442,154,23
443,154,9
444,155,27
445,155,1
446,156,23
447,156,3
448,158,18
449,158,11
450,158,23
451,158,14
452,159,20
453,159,24
454,159,15
455,159,5
456,160,20
457,162,21
458,162,17
459,163,28
460,163,4
461,163,2
462,163,27
463,163,25
464,165,1
465,166,24
466,166,9
467,166,26
468,166,20
469,167,3
470,167,14
471,167,7
472,168,22
473,168,27
474,168,3
475,169,15
476,169,23
477,170,1
478,170,13
479,170,17
480,170,25
481,171,18
482,171,11
483,171,10
484,172,1
485,172,6
486,172,2
487,174,16
488,174,16
489,174,4
490,175,7
491,175,28
492,175,21
493,175,26
494,175,11
495,176,5
496,176,5
497,176,21
498,176,17
499,176,21
500,177,18
501,177,12
502,177,18
503,177,14
504,177,21
505,180,16
506,182,13
507,182,7
508,182,15
509,182,16
510,182,11
511,184,16
512,185,12
513,185,27
514,186,16
515,186,26
516,186,15
517,186,10
518,187,28
519,187,3
520,187,22
521,187,28
522,187,2
523,188,11
524,189,1
525,189,22
526,190,20
527,190,16
528,191,26
529,192,4
530,192,1
531,193,25
532,193,5
533,193,24
534,193,24
535,195,15
536,197,14
537,197,1
538,197,22
539,197,24
540,198,5
541,198,18
542,198,8
543,199,9
544,199,21
545,199,22
546,199,11
547,200,11
548,200,18
549,200,1
550,202,10
551,204,2
552,205,1
553,205,26
554,205,9
555,205,9
556,205,13
557,206,9
558,206,16
559,206,8
560,206,4
561,206,2
562,207,21
563,207,17
564,207,2
565,208,8
566,208,26
567,209,25
568,209,1
569,209,4
570,211,3
571,211,2
572,211,17
573,212,15
574,212,26
575,212,20
576,213,6
577,214,4
578,215,12
579,215,1
580,215,5
581,215,13
582,215,21
583,216,11
584,216,21
585,216,12
586,216,1
587,217,28
588,217,18
589,218,12
590,218,14
591,218,13
592,218,14
593,218,16
594,219,2
595,219,13
596,220,1
597,220,12
598,221,26
599,221,20
600,221,21
601,221,27
602,222,28
603,223,22
604,223,7
605,223,25
606,223,3
607,223,1
608,224,4
609,224,2
610,224,26
611,225,3
612,225,4
613,225,4
614,225,7
615,225,26
616,226,15
617,226,10
618,226,5
619,226,24
620,226,22
621,227,10
622,228,16
623,228,15
624,229,1
625,229,4
626,229,18
627,229,17
628,230,11
629,231,14
630,231,18
631,233,1
632,234,21
633,234,17
634,234,16
635,234,2
636,235,4
637,235,25
638,236,1
639,236,7
640,237,8
641,237,11
642,237,7
643,237,27
644,237,28
645,238,6
646,238,5
647,240,17
648,240,11
649,240,17
650,241,5
651,241,24
652,242,7
653,242,27
654,242,11
655,242,20
656,243,4
657,243,7
658,243,19
659,243,22
660,243,28
661,244,20
662,245,25
663,245,25
664,245,14
665,245,19
666,246,25
667,247,26
668,247,2
669,248,15
670,248,25
671,248,3
672,250,27
673,250,7
674,250,13
675,252,3
676,252,6
677,252,26
678,253,3
679,253,25
680,253,20
681,253,19
682,254,2
683,255,15
684,256,8
685,256,27
686,256,9
687,256,16
688,256,11
689,257,23
690,258,8
691,258,21
692,261,26
693,263,24
694,264,13
695,264,19
696,264,14
697,264,3
698,265,2
699,265,5
700,265,15
701,265,17
702,265,6
703,266,12
704,266,13
705,266,28
706,267,26
707,269,13
708,269,11
709,269,28
710,269,5
711,270,4
712,270,7
713,270,2
714,270,10
715,271,26
716,272,19
717,272,1
718,272,5
719,272,21
720,272,22
721,273,4
722,273,19
723,273,2
724,275,11
725,276,19
726,276,15
727,276,24
728,276,17
729,277,5
730,277,14
731,277,9
732,277,1
733,278,26
734,278,3
735,278,18
736,278,21
737,280,17
738,281,18
739,283,1
740,284,17
741,284,28
742,284,13
743,284,27
744,285,17
745,285,19
746,285,17
747,285,24
748,285,12
749,286,3
750,286,6
751,286,1
752,287,1
753,287,21
754,288,10
755,288,21
756,288,9
757,289,20
758,289,12
759,289,7
760,289,17
761,290,25
762,290,11
763,291,10
764,292,7
765,292,22
766,292,22
767,292,5
768,293,21
769,293,4
770,294,7
771,294,6
772,294,2
773,294,15
774,295,25
775,296,21
776,296,9
777,296,23
778,296,5
779,296,5
780,297,5
781,297,2
782,298,28
783,298,5
784,298,3
785,299,17
786,299,4
787,299,18
788,299,25
789,300,5
790,301,7
791,301,6
792,301,7
793,303,11
794,303,12
795,304,9
796,305,7
797,305,9
798,305,19
799,306,20
800,306,9
801,306,10
802,307,1
803,307,22
804,307,1
805,307,3
806,308,15
807,308,26
808,308,9
809,308,16
810,308,25
811,309,24
812,310,13
813,310,6
814,310,19
815,311,1
816,311,28
817,311,16
818,313,27
819,313,14
820,313,3
821,314,21
822,316,28
823,316,16
824,316,18
825,316,27
826,318,17
827,318,14
828,318,3
829,318,23
830,318,11
831,319,28
832,319,11
833,321,13
834,321,19
835,321,20
836,322,14
837,322,27
838,322,3
839,324,28
840,325,2
841,325,21
842,325,21
843,325,5
844,325,23
845,326,5
846,326,1
847,326,24
848,326,22
849,327,14
850,327,19
851,328,24
852,328,1
853,329,3
854,330,11
855,332,15
856,332,1
857,333,12
858,333,5
859,333,10
860,334,11
861,335,16
862,335,11
863,336,4
864,336,2
865,336,20
866,336,13
867,337,19
868,337,8
869,337,5
870,337,4
871,337,8
872,338,3
873,338,20
874,338,27
875,339,13
876,339,10
877,339,16
878,339,13
879,339,15
880,340,13
881,340,13
882,340,5
883,340,28
884,342,20
885,343,1
886,343,25
887,344,3
888,344,10
889,345,20
890,346,10
891,346,8
892,347,12
893,348,15
894,349,15
895,349,28
896,349,24
897,349,11
898,349,22
899,350,9
900,350,13
901,350,18
902,350,22
903,351,19
904,352,14
905,354,17
906,355,21
907,355,23
908,355,1
909,355,25
910,355,1
911,356,20
912,356,5
913,357,16
914,357,9
915,357,11
916,357,9
917,358,19
918,359,21
919,359,3
920,359,26
921,360,8
922,360,27
923,361,7
924,361,28
925,362,27
926,362,1
927,363,5
928,363,10
929,363,17
930,364,10
931,364,18
932,364,9
933,364,22
934,364,1
935,365,7
936,365,27
937,365,10
938,365,9
939,366,28
940,366,12
941,366,10
942,366,9
943,367,23
944,367,3
945,367,17
946,368,20
947,368,3
948,368,5
949,368,1
950,368,27
951,369,18
952,370,1
953,371,19
954,371,9
955,373,2
956,373,23
957,373,16
958,374,6
959,374,8
960,374,27
961,374,9
962,374,12
963,376,3
964,376,18
965,377,16
966,377,21
967,377,5
968,379,17
969,379,1
970,379,19
971,379,8
972,380,11
973,380,18
974,380,5
975,381,14
976,381,24
977,381,10
978,381,4
979,382,24
980,382,15
981,382,1
982,384,11
983,384,3
984,385,5
985,385,19
986,385,10
987,385,24
988,385,21
989,386,16
990,386,13
991,386,13
992,386,16
993,386,17
994,387,11
995,388,1
996,388,3
997,388,2
998,388,22
999,389,5
1000,389,7
1001,389,24
1002,389,18
1003,390,23
1004,390,8
1005,390,26
1006,391,8
1007,391,28
1008,392,17
1009,392,26
1010,392,1
1011,392,7
1012,393,11
1013,393,8
1014,393,13
1015,393,27
1016,393,3
1017,394,13
1018,394,6
1019,395,20
1020,396,5
1021,396,17
1022,396,3
1023,396,4
1024,396,7
1025,397,16
1026,398,9
1027,399,21
1028,399,19
1029,400,28
1030,400,22
1031,400,16
1032,400,27
1033,401,27
1034,401,7
1035,401,3
1036,402,25
1037,402,2
1038,402,5
1039,402,13
1040,403,3
1041,403,1
1042,403,15
1043,403,15
1044,404,23
1045,404,27
1046,404,8
1047,404,27
1048,405,3
1049,405,25
1050,407,2
1051,407,6
1052,407,14
1053,407,1
1054,408,23
1055,408,22
1056,409,17
1057,409,22
1058,409,19
1059,409,1
1060,409,10
1061,410,22
1062,410,26
1063,410,23
1064,411,12
1065,411,12
1066,411,15
1067,411,26
1068,411,17
1069,412,16
1070,412,19
1071,412,18
1072,413,3
1073,413,9
1074,414,18
1075,415,7
1076,415,17
1077,416,14
1078,416,21
1079,417,27
1080,417,11
1081,417,10
1082,418,12
1083,419,10
1084,419,10
1085,419,22
1086,420,2
1087,420,13
1088,420,24
1089,421,20
1090,421,2
1091,421,21
1092,421,13
1093,421,2
1094,422,7
1095,422,1
1096,423,26
1097,423,26
1098,425,19
1099,425,7
1100,426,5
1101,426,9
1102,426,6
1103,426,23
1104,427,2
1105,427,1
1106,427,18
1107,427,17
1108,427,13
1109,428,1
1110,428,24
1111,428,1
1112,429,4
1113,429,2
1114,429,10
1115,429,15
1116,429,13
1117,430,20
1118,430,17
1119,430,18
1120,431,16
1121,433,9
1122,434,21
1123,434,26
1124,434,2
1125,435,9
1126,435,20
1127,435,3
1128,435,24
1129,436,13
1130,436,1
1131,436,4
1132,437,4
1133,437,22
1134,438,11
1135,438,16
1136,439,8
1137,439,13
1138,439,4
1139,439,15
1140,440,27
1141,443,21
1142,443,16
1143,443,5
1144,443,28
1145,444,11
1146,446,20
1147,446,13
1148,446,18
1149,446,23
1150,446,24
1151,447,4
1152,447,20
1153,447,1
1154,448,1
1155,448,24
1156,449,15
1157,450,15
1158,451,25
1159,451,18
1160,451,18
1161,451,22
1162,451,24
1163,452,12
1164,452,7
1165,452,4
1166,453,22
1167,453,27
1168,453,17
1169,454,4
1170,454,3
1171,454,22
1172,454,7
1173,454,11
1174,455,8
1175,455,5
1176,455,16
1177,455,9
1178,456,22
1179,456,14
1180,456,14
1181,457,27
1182,457,1
1183,457,1
1184,457,22
1185,457,18
1186,458,28
1187,458,15
1188,459,20
1189,460,5
1190,460,20
1191,460,15
1192,460,1
1193,461,3
1194,462,21
1195,462,4
1196,462,26
1197,462,1
1198,463,16
1199,464,2
1200,464,21
1201,465,21
1202,465,8
1203,465,9
1204,465,1
1205,465,2
1206,466,3
1207,466,16
1208,466,21
1209,466,19
1210,466,5
1211,467,2
1212,467,3
1213,467,1
1214,468,19
1215,468,24
1216,468,7
1217,468,17
1218,468,4
1219,469,27
1220,470,25
1221,471,11
1222,471,15
1223,471,2
1224,472,21
1225,472,24
1226,472,11
1227,474,18
1228,474,12
1229,474,7
1230,474,14
1231,475,2
1232,475,13
1233,475,7
1234,475,20
1235,476,11
1236,477,10
1237,477,12
1238,477,8
1239,477,21
1240,477,6
1241,478,16
1242,478,20
1243,478,19
1244,478,19
1245,478,19
1246,479,12
1247,479,1
1248,480,25
1249,480,7
1250,480,5
1251,481,22
1252,481,19
1253,481,12
1254,481,20
1255,482,8
1256,484,13
1257,485,5
1258,485,4
1259,486,22
1260,486,4
1261,486,5
1262,486,26
1263,487,9
1264,487,14
1265,488,20
1266,488,13
1267,488,7
1268,488,19
1269,489,2
1270,489,12
1271,492,27
1272,492,8
1273,492,23
1274,493,10
1275,493,4
1276,493,9
1277,494,7
1278,494,5
1279,495,16
1280,495,26
1281,495,3
1282,495,3
1283,496,1
1284,497,26
1285,497,17
1286,497,10
1287,498,28
1288,499,5
1289,499,19
1290,499,25
