order_id,product_id,customer_id,delivery_person_id,quantity,address_id
313,8,449,62,1,173
314,3,236,183,2,113
315,9,18,274,2,78
316,12,236,150,2,241
317,2,441,36,2,58
318,4,287,490,4,84
319,18,337,196,2,499
320,24,435,186,2,79
321,19,405,422,3,323
322,7,72,329,4,75
323,15,300,181,3,145
324,5,444,354,3,6
325,12,238,399,2,247
326,2,179,108,2,409
327,16,219,268,5,153
328,9,339,13,2,295
329,8,146,143,2,323
330,11,88,365,2,137
331,21,202,487,5,385
332,25,202,445,1,387
333,19,491,140,5,291
334,26,126,458,2,74
335,6,162,461,3,289
336,5,298,224,3,466
337,15,83,68,2,47
338,15,366,45,2,318
339,20,44,350,4,165
340,8,110,450,4,412
341,18,461,346,5,342
342,27,64,225,4,213
343,25,116,351,4,116
344,7,500,45,5,388
345,9,437,129,2,327
346,23,59,437,2,231
347,10,137,104,5,448
348,17,359,117,4,53
349,13,452,424,4,275
350,9,243,461,4,112
351,3,196,129,1,352
352,2,406,475,4,21
353,16,390,29,3,65
354,1,37,368,1,389
355,15,261,295,5,404
356,21,184,26,2,484
357,14,386,462,2,422
358,21,165,463,2,37
359,9,411,27,2,215
360,1,232,426,4,372
361,22,123,158,1,495
362,22,283,96,4,252
363,22,139,349,3,67
364,9,347,212,5,101
365,14,421,449,2,474
366,6,269,496,1,88
367,27,249,453,3,170
368,1,277,451,5,330
369,21,154,163,3,348
370,23,483,47,4,247
371,16,192,166,5,46
372,26,136,196,3,11
373,4,29,175,5,423
374,28,308,19,4,32
375,21,104,368,3,119
376,14,387,139,2,473
377,22,152,465,4,209
378,24,416,189,1,38
379,13,91,280,4,387
380,12,337,88,1,61
381,4,458,236,2,103
382,3,85,6,5,176
383,23,119,157,3,335
384,13,388,260,1,328
385,25,132,84,5,197
386,16,337,280,3,57
387,26,124,188,2,235
388,10,232,333,2,380
389,19,254,419,5,445
390,7,144,168,5,436
391,25,91,478,2,372
392,25,278,463,2,416
393,28,367,152,1,199
394,2,221,349,3,417
395,8,377,434,2,439
396,13,114,257,3,44
397,22,423,245,1,284
398,10,170,87,1,195
399,17,370,434,3,492
400,3,426,211,2,279
401,28,355,227,1,34
402,17,332,117,2,418
403,11,433,386,5,417
404,9,193,446,4,104
405,12,52,37,3,434
406,28,385,452,3,245
407,22,297,185,2,20
408,19,437,119,4,249
409,7,251,254,5,424
410,3,294,93,3,224
411,2,493,149,2,64
412,13,149,375,2,22
413,1,346,408,3,318
414,13,108,157,4,127
415,10,164,66,2,205
416,23,380,20,5,15
417,5,274,392,2,82
418,15,153,376,2,267
419,14,271,307,1,229
420,5,364,112,1,404
421,3,378,94,3,118
422,20,295,347,3,288
423,1,353,463,1,482
424,7,179,255,5,106
425,5,166,135,1,215
426,18,21,385,2,158
427,27,228,414,1,15
428,2,89,13,3,159
429,9,53,484,4,218
430,4,271,200,4,409
431,8,412,185,3,83
432,10,360,98,5,353
433,9,306,386,1,101
434,1,324,352,1,155
435,3,422,68,4,405
436,25,418,405,3,123
437,27,86,162,4,62
438,12,203,194,4,201
439,9,276,131,1,150
440,4,152,169,5,358
441,26,339,287,5,482
442,2,308,347,4,150
443,27,10,159,4,370
444,18,500,162,1,159
445,13,177,385,4,2
446,20,500,142,2,101
447,15,30,201,5,342
448,14,40,153,1,324
449,19,215,14,3,111
450,10,300,167,4,85
451,19,209,109,5,276
452,11,117,414,1,216
453,18,142,454,3,438
454,6,116,397,2,287
455,5,295,377,2,153
456,17,308,494,4,385
457,2,500,426,4,38
458,9,320,456,5,27
459,27,198,426,3,466
460,23,354,453,1,111
461,5,488,408,4,118
462,10,315,191,4,188
463,4,279,147,2,288
464,14,3,180,4,201
465,21,101,373,2,74
466,17,141,140,5,346
467,2,357,225,5,428
468,11,237,442,3,18
469,16,192,315,1,250
470,2,357,403,5,201
471,6,238,481,4,418
472,9,160,243,4,66
473,11,466,337,2,311
474,9,140,157,3,216
475,16,409,210,3,424
476,11,168,23,2,449
477,1,104,277,3,39
478,9,18,375,1,485
479,9,259,259,2,357
480,22,75,487,5,464
481,20,500,450,1,145
482,20,297,11,3,19
483,15,355,371,5,78
484,17,179,309,2,478
485,12,476,106,5,47
486,1,35,219,1,106
487,26,25,288,5,77
488,7,428,382,1,480
489,6,198,113,2,357
490,14,296,287,4,265
491,25,264,315,3,218
492,5,354,488,1,281
493,26,181,22,1,489
494,16,465,223,2,228
495,5,361,113,5,1
496,1,440,495,4,268
497,23,458,427,5,374
498,4,491,500,2,169
499,9,493,240,2,384
500,23,62,356,1,298
501,18,320,495,5,130
502,6,292,285,3,119
503,6,128,294,4,55
504,26,133,181,1,310
505,4,299,446,4,47
506,11,37,295,4,85
507,15,369,309,2,114
508,28,75,436,3,381
509,5,58,58,4,120
510,26,40,490,3,372
511,28,247,244,1,169
512,15,421,54,2,58
513,28,407,455,2,195
514,24,24,53,4,407
515,10,191,331,3,423
516,27,282,500,5,234
517,25,499,290,4,152
518,25,189,198,5,277
519,7,481,227,2,271
520,7,305,406,5,370
521,22,439,31,3,483
522,17,22,52,3,49
523,21,389,89,5,19
524,5,124,34,2,295
525,5,190,404,5,195
526,1,306,360,5,29
527,16,109,354,1,414
528,15,392,195,1,55
529,9,341,422,2,397
530,23,79,187,4,66
531,21,163,33,2,333
532,8,38,345,4,308
533,12,37,44,3,310
534,1,437,53,2,318
535,16,193,422,5,220
536,23,400,5,4,40
537,3,471,497,4,206
538,5,123,265,2,336
539,16,317,136,3,447
540,26,77,404,4,323
541,19,201,358,1,436
542,27,441,265,5,487
543,13,490,445,3,358
544,9,442,451,4,486
545,2,480,27,1,333
546,11,369,443,4,337
547,15,123,329,5,412
548,13,130,301,5,56
549,24,177,382,5,117
550,27,225,98,5,232
551,21,253,288,1,7
552,7,231,210,5,31
553,17,287,423,1,115
554,25,168,175,1,175
555,5,479,21,1,385
556,4,430,90,5,486
557,24,158,118,4,448
558,20,422,405,2,495
559,4,44,450,4,97
560,12,469,175,3,143
561,18,161,257,1,217
562,19,388,105,5,497
563,20,455,247,4,180
564,2,245,68,2,430
565,5,347,125,3,409
566,25,78,183,3,359
567,19,499,324,2,148
568,8,458,146,3,14
569,5,206,492,4,288
570,22,321,413,4,278
571,2,307,416,1,290
572,1,56,220,1,468
573,2,229,442,4,91
574,4,112,44,1,50
575,21,70,288,3,370
576,9,497,90,3,484
577,22,3,317,2,370
578,10,185,276,1,439
579,9,168,65,3,43
580,9,80,479,2,318
581,6,86,38,3,166
582,16,498,451,3,331
583,19,364,363,4,315
584,16,54,392,4,6
585,10,79,229,5,280
586,14,42,321,4,140
587,25,459,190,3,193
588,26,430,167,3,479
589,16,201,142,2,245
590,16,320,212,3,332
591,12,122,369,4,174
592,12,140,147,2,272
593,25,357,121,4,470
594,11,5,465,3,454
595,19,408,207,4,296
596,13,222,327,3,260
597,9,42,28,4,251
598,21,480,153,3,213
599,23,400,228,1,304
600,17,27,197,5,157
601,20,261,297,4,417
602,21,287,336,2,452
603,28,316,255,3,44
604,11,65,194,1,142
605,5,339,247,1,56
606,15,217,227,1,100
607,5,379,255,5,389
608,24,244,328,2,472
609,17,2,238,2,413
610,22,406,49,1,86
611,18,427,348,1,21
612,24,341,386,2,316
613,6,448,291,1,60
614,27,398,452,1,250
615,27,6,254,1,266
616,14,132,418,3,343
617,24,15,25,3,419
618,1,378,323,1,460
619,1,476,394,5,389
620,12,350,121,1,495
621,26,365,448,4,82
622,7,416,18,2,471
623,21,75,326,5,117
624,21,221,293,1,303
625,22,270,314,3,275
626,8,490,82,2,416
627,6,357,159,1,321
628,9,28,335,1,410
629,4,104,116,5,412
630,6,41,42,2,200
631,7,385,45,3,261
632,26,148,422,4,7
633,15,178,26,4,214
634,13,186,52,1,115
635,21,279,403,1,115
636,17,27,175,2,283
637,16,53,373,2,46
638,27,391,329,5,358
639,15,362,137,3,121
640,26,240,367,4,415
641,28,47,353,1,216
642,21,206,289,4,172
643,27,460,98,4,385
644,7,339,489,2,485
645,5,399,419,2,127
646,11,283,79,2,392
647,18,232,238,1,414
648,14,342,468,5,282
649,21,11,308,5,268
650,5,211,54,4,459
651,7,344,187,3,30
652,25,387,67,2,219
653,23,65,153,5,475
654,25,194,177,2,301
655,23,274,185,3,177
656,10,424,381,4,249
657,18,221,161,2,251
658,1,162,299,4,272
659,25,485,431,4,93
660,10,346,320,1,473
661,5,351,287,5,20
662,24,89,45,4,242
663,18,225,180,4,294
664,11,4,112,1,184
665,26,288,44,3,427
666,5,209,410,2,489
667,28,313,358,2,492
668,3,392,51,4,289
669,15,332,198,2,371
670,15,173,129,4,61
671,24,332,432,1,315
672,19,329,77,4,231
673,12,236,198,3,144
674,7,431,441,4,126
675,3,125,454,3,96
676,14,35,160,4,395
677,28,358,475,5,218
678,27,95,101,4,398
679,15,473,298,1,119
680,7,81,431,4,249
681,21,19,70,2,135
682,11,463,20,3,292
683,12,425,87,1,163
684,1,78,465,5,260
685,22,413,422,1,126
686,8,465,75,5,16
687,18,160,165,1,428
688,5,49,469,3,282
689,18,440,129,4,414
690,14,110,267,1,373
691,14,69,31,2,213
692,15,170,63,1,191
693,6,474,262,5,55
694,18,55,159,3,214
695,21,246,151,5,161
696,9,414,342,1,384
697,25,322,227,4,369
698,2,19,394,2,81
699,10,490,433,2,265
700,22,329,293,3,66
701,17,390,281,5,24
702,26,424,193,2,203
703,20,121,481,2,447
704,13,238,400,1,242
705,7,483,197,5,404
706,3,143,234,2,439
707,22,478,85,5,145
708,17,476,85,1,389
709,13,90,97,5,292
710,1,304,305,4,295
711,2,55,297,1,106
712,25,234,285,5,352
713,1,194,85,3,244
714,25,371,460,2,14
715,9,336,61,1,368
716,18,75,103,4,301
717,21,246,40,5,410
718,14,117,360,2,206
719,9,212,160,1,82
720,11,24,228,2,319
721,26,228,113,4,151
722,18,442,317,3,407
723,8,141,170,5,214
724,19,16,386,4,380
725,11,422,309,5,301
726,28,392,278,5,433
727,25,345,116,3,235
728,15,98,104,1,166
729,16,74,470,4,227
730,10,396,423,2,263
731,26,74,404,5,439
732,9,361,432,5,25
733,4,90,409,5,368
734,12,331,191,5,61
735,5,444,168,5,167
736,24,148,168,3,461
737,21,15,354,5,106
738,12,426,35,4,124
739,6,150,54,2,215
740,25,22,281,4,490
741,8,307,183,3,461
742,15,3,317,3,323
743,19,142,392,1,206
744,21,479,35,3,196
745,15,482,409,2,96
746,6,138,230,5,303
747,7,361,3,1,27
748,4,132,351,2,122
749,9,88,215,2,321
750,1,230,473,4,95
751,24,120,406,3,258
752,19,303,495,2,17
753,4,453,30,2,234
754,7,261,102,3,150
755,27,425,271,3,415
756,2,412,268,5,180
757,6,255,110,4,300
758,5,128,46,1,354
759,7,229,307,4,84
760,9,242,10,3,431
761,17,38,292,2,140
762,8,364,297,4,47
763,6,83,425,5,71
764,27,405,73,3,236
765,15,419,20,2,436
766,13,150,191,4,148
767,12,175,480,5,104
768,28,103,123,2,160
769,12,394,311,5,97
770,5,190,213,4,182
771,3,48,26,1,118
772,15,236,142,3,418
773,25,122,156,1,447
774,14,259,322,3,392
775,11,189,367,4,369
776,27,135,158,3,431
777,4,479,119,2,172
778,3,48,170,2,31
779,9,377,363,3,202
780,12,25,318,1,264
781,13,432,213,2,240
782,27,57,350,2,30
783,20,478,93,3,186
784,27,320,139,4,204
785,7,127,204,4,402
786,25,311,276,5,277
787,12,242,201,5,18
788,24,308,329,1,371
789,13,225,89,5,53
790,9,314,19,2,426
791,14,404,169,3,456
792,24,344,282,5,101
793,4,69,168,5,407
794,6,430,333,1,486
795,15,37,385,3,429
796,12,489,398,3,329
797,5,20,369,1,163
798,24,144,416,5,78
799,28,474,217,2,481
800,26,368,192,5,359
801,25,134,275,4,380
802,4,138,72,1,292
803,24,331,12,4,298
804,19,358,187,1,265
805,5,9,334,3,37
806,22,211,429,4,35
807,4,369,118,4,72
808,16,97,99,3,59
809,13,228,194,4,433
810,12,24,30,4,490
811,16,180,172,4,24
812,24,359,473,5,286
813,15,401,22,4,447
814,11,212,416,5,329
815,23,268,101,2,286
816,11,335,294,3,300
817,23,270,492,1,147
818,8,426,187,3,191
819,13,128,374,1,408
820,16,332,418,1,233
821,2,227,170,2,191
822,21,275,22,3,80
823,14,220,392,1,284
824,6,57,399,3,35
825,14,474,282,4,297
826,23,10,141,3,319
827,2,251,87,4,409
828,10,165,17,2,224
829,20,357,37,1,237
830,4,168,407,4,297
831,7,450,218,1,5
832,21,124,148,5,107
833,24,129,104,4,441
834,14,451,70,4,331
835,13,100,243,5,231
836,22,467,471,1,355
837,3,236,455,2,154
838,16,24,386,2,484
839,1,235,415,2,234
840,6,356,392,2,256
841,1,448,459,3,313
842,28,259,424,2,79
843,18,343,150,5,331
844,21,226,148,2,171
845,10,278,158,1,251
846,17,24,248,4,42
847,27,50,380,3,122
848,22,70,428,1,157
849,5,249,280,5,369
850,9,81,90,4,268
851,12,111,105,5,140
852,17,295,63,2,49
853,3,77,360,1,274
854,18,296,24,5,349
855,1,201,206,4,300
856,7,140,318,5,131
857,25,33,302,5,224
858,4,242,112,1,188
859,17,204,201,2,398
860,16,85,240,4,361
861,8,426,98,2,4
862,25,446,38,5,153
863,22,117,52,4,17
864,1,432,340,4,452
865,3,213,450,2,373
866,4,262,325,4,130
867,9,334,496,5,430
868,19,370,28,5,96
869,14,97,201,4,192
870,8,117,172,2,467
871,7,144,310,3,375
872,5,295,257,2,441
873,21,481,161,1,435
874,10,319,403,3,131
875,23,497,104,4,454
876,2,298,315,5,390
877,12,345,348,5,88
878,17,4,139,4,213
879,21,354,412,4,351
880,15,312,43,1,59
881,18,311,274,4,111
882,22,93,322,2,17
883,23,320,427,4,353
884,19,17,486,2,296
885,3,499,362,3,222
886,26,82,161,3,155
887,11,430,20,5,428
888,28,321,54,1,107
889,8,194,394,3,439
890,23,214,271,5,210
891,17,213,50,1,350
892,23,396,41,2,86
893,24,287,50,5,113
894,15,168,14,5,486
895,24,386,160,3,89
896,8,102,298,2,234
897,26,72,152,1,471
898,16,194,288,5,266
899,15,383,248,4,158
900,19,439,315,5,198
901,12,391,293,2,147
902,19,25,489,4,424
903,6,171,413,4,78
904,22,284,249,5,324
905,4,470,1,1,246
906,8,442,457,3,142
907,19,147,195,1,45
908,2,448,218,4,113
909,27,491,30,2,386
910,17,387,315,5,79
911,12,360,169,1,169
912,2,184,404,1,77
913,10,56,214,3,128
914,9,148,395,2,419
915,8,141,421,2,352
916,22,37,471,1,252
917,18,168,70,3,481
918,16,337,87,2,43
919,4,352,315,4,398
920,9,250,375,4,452
921,9,224,94,4,63
922,12,474,111,4,319
923,2,332,294,3,216
924,25,477,95,4,93
925,23,358,113,3,48
926,10,182,30,4,36
927,18,228,136,5,73
928,24,93,341,3,187
929,8,246,39,5,104
930,15,55,32,3,136
931,27,494,340,3,453
932,3,11,198,1,393
933,2,119,415,5,78
934,15,418,427,2,261
935,21,345,282,2,304
936,8,439,13,1,188
937,8,478,317,5,288
938,10,234,114,4,339
939,15,67,392,1,62
940,22,450,371,1,96
941,25,497,485,3,38
942,2,463,140,5,79
943,1,362,239,5,274
944,2,40,465,2,123
945,2,490,32,2,183
946,28,421,271,3,173
947,8,195,125,4,19
948,10,157,99,4,183
949,17,365,315,5,371
950,21,307,461,3,424
951,6,462,171,3,24
952,7,53,124,1,463
953,26,441,140,3,402
954,21,288,482,4,482
955,8,499,144,5,79
956,14,12,388,2,419
957,5,256,156,5,346
958,19,438,89,4,364
959,20,139,138,1,272
960,11,269,301,3,221
961,2,328,152,4,334
962,11,309,54,3,178
963,18,402,494,1,342
964,4,80,47,3,61
965,27,273,227,4,493
966,12,416,380,1,435
967,4,231,470,2,96
968,21,106,147,1,54
969,10,110,37,5,486
970,8,11,391,4,69
971,26,32,171,5,413
972,5,435,188,1,344
973,15,135,365,3,300
974,14,127,455,5,14
975,26,173,369,3,395
976,27,448,18,4,107
977,3,12,140,3,161
978,27,428,54,5,182
979,15,249,493,4,276
980,27,62,446,2,173
981,9,368,225,2,119
982,9,299,476,2,10
983,22,64,280,4,88
984,23,461,99,2,90
985,3,64,245,4,355
986,8,384,399,1,319
987,18,356,13,2,484
988,15,281,74,3,243
989,9,490,413,4,476
990,1,68,370,1,413
991,17,277,28,1,258
992,23,404,163,4,211
993,5,279,24,4,463
994,15,274,193,1,334
995,12,90,31,5,136
996,24,11,49,5,390
997,5,424,442,3,220
998,20,6,226,2,470
999,9,381,53,2,466
1000,13,355,177,5,443
1001,20,107,249,1,442
1002,22,385,274,5,24
1003,26,214,138,3,376
1004,25,142,294,4,246
1005,3,78,477,3,454
1006,3,344,217,1,500
1007,11,348,227,1,350
1008,12,12,155,2,211
1009,2,411,172,2,57
1010,2,463,298,3,316
1011,12,40,453,4,145
1012,3,465,172,3,145
1013,22,60,178,4,82
1014,16,87,270,2,140
1015,12,189,125,5,61
1016,4,229,46,2,102
1017,10,209,438,3,83
1018,20,412,115,4,459
1019,12,447,44,3,186
1020,25,143,37,5,422
1021,4,496,360,3,169
1022,25,492,205,5,287
1023,3,428,412,4,392
1024,24,118,81,1,371
1025,8,195,173,5,343
1026,27,166,476,2,446
1027,15,276,415,2,71
1028,26,94,245,2,19
1029,10,398,56,2,97
1030,14,116,60,4,264
1031,3,341,314,3,3
1032,24,106,479,5,452
1033,7,29,417,5,408
1034,19,385,364,1,281
1035,4,355,292,3,264
1036,5,163,97,4,197
1037,3,87,265,1,411
1038,7,98,388,3,44
1039,11,51,103,5,31
1040,4,485,349,4,215
1041,14,255,412,2,442
1042,25,193,59,2,137
1043,12,94,277,4,153
1044,4,158,282,3,427
1045,10,347,192,5,338
1046,25,233,310,1,291
1047,27,90,472,2,183
1048,14,127,442,4,114
1049,5,95,319,2,134
1050,6,191,356,3,58
1051,20,156,298,3,97
1052,12,203,171,1,205
1053,13,394,236,5,152
1054,15,341,347,2,483
1055,25,73,454,4,473
1056,11,133,371,1,168
1057,23,274,188,2,23
1058,7,177,122,5,389
1059,15,185,495,4,209
1060,21,448,260,1,91
1061,19,94,374,2,423
1062,6,348,66,1,270
1063,22,228,195,4,88
1064,19,154,271,1,435
1065,17,240,77,5,132
1066,28,232,232,3,462
1067,16,453,63,1,426
1068,23,500,320,2,19
1069,5,178,130,2,424
1070,9,202,494,2,71
1071,7,299,358,2,19
1072,15,146,1,1,27
1073,22,289,387,1,253
1074,10,21,419,2,168
1075,2,39,479,2,435
1076,21,75,409,5,52
1077,28,186,68,1,78
1078,24,365,147,1,142
1079,16,388,389,2,480
1080,2,438,203,5,424
1081,26,120,100,4,467
1082,22,165,45,4,496
1083,7,315,361,2,66
1084,14,454,13,2,277
1085,24,233,166,5,233
1086,2,383,296,5,235
1087,11,102,445,1,281
1088,14,415,97,3,169
1089,23,280,393,5,316
1090,12,333,436,2,136
1091,4,388,196,3,274
1092,16,103,104,2,340
1093,8,440,185,3,87
1094,16,117,4,3,195
1095,12,105,423,5,253
1096,22,327,292,2,343
1097,9,328,59,1,198
1098,8,186,103,3,51
1099,27,477,217,2,425
1100,2,412,479,5,474
1101,22,152,296,3,97
1102,8,434,329,2,357
1103,16,131,347,3,304
1104,9,292,417,5,236
1105,2,127,60,2,276
1106,28,213,433,1,318
1107,13,253,315,5,449
1108,4,348,148,3,236
1109,24,178,238,2,72
1110,19,366,368,1,232
1111,15,212,379,2,70
1112,26,414,31,2,419
1113,6,234,388,2,399
1114,5,383,8,4,495
1115,26,398,237,1,399
1116,12,477,195,1,454
1117,27,360,81,5,106
1118,26,96,464,3,295
1119,15,380,417,3,403
1120,1,265,403,1,135
1121,17,367,40,4,153
1122,20,80,383,4,396
1123,4,340,307,1,475
1124,22,223,163,3,322
1125,11,64,85,3,120
1126,17,482,449,1,247
1127,14,105,402,2,397
1128,12,315,414,4,117
1129,3,128,317,4,144
1130,23,237,456,5,180
1131,19,166,280,5,456
1132,4,472,281,3,320
1133,5,43,425,1,428
1134,10,364,353,2,494
1135,28,13,194,3,138
1136,26,258,471,4,143
1137,3,179,132,3,49
1138,13,275,363,2,395
1139,20,67,11,4,345
1140,8,243,40,2,468
1141,1,259,426,1,492
1142,9,437,252,5,62
1143,13,457,53,1,19
1144,24,31,107,1,217
1145,1,373,37,4,225
1146,18,257,496,3,471
1147,3,336,49,2,103
1148,17,322,229,4,297
1149,12,487,101,1,188
